"DMS_ORIG","DMS_DEST","SCTG2","DMS_MODE","Total KTons in 2015"
"Raleigh-Durham NC","San Francisco CA","Plastics/rubber","Truck","7.232262"
"Raleigh-Durham NC","Rest of CA","Plastics/rubber","Truck","0.292632"
"Raleigh-Durham NC","Denver CO","Plastics/rubber","Truck","0.262980"
"Raleigh-Durham NC","Hartford CT","Plastics/rubber","Truck","4.768673"
"Raleigh-Durham NC","New York NY-NJ-CT-PA (CT Part)","Plastics/rubber","Truck","0.384832"
"Raleigh-Durham NC","Philadelphia PA-NJ-DE-MD (DE Part)","Plastics/rubber","Truck","0.309411"
"Raleigh-Durham NC","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","0.290803"
"Raleigh-Durham NC","Miami FL","Plastics/rubber","Truck","0.294807"
"Raleigh-Durham NC","Orlando FL","Plastics/rubber","Truck","2.636407"
"Raleigh-Durham NC","Tampa FL","Plastics/rubber","Truck","1.049895"
"Raleigh-Durham NC","Rest of FL","Plastics/rubber","Truck","0.824771"
"Raleigh-Durham NC","Atlanta GA","Plastics/rubber","Truck","9.638187"
"Raleigh-Durham NC","Savannah GA","Plastics/rubber","Truck","0.268373"
"Raleigh-Durham NC","Rest of GA","Plastics/rubber","Truck","1.700177"
"Raleigh-Durham NC","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","0.992066"
"Raleigh-Durham NC","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","0.123250"
"Raleigh-Durham NC","Rest of IL","Plastics/rubber","Truck","0.976044"
"Raleigh-Durham NC","Indianapolis IN","Plastics/rubber","Truck","1.773830"
"Raleigh-Durham NC","Fort Wayne IN","Plastics/rubber","Truck","0.111064"
"Raleigh-Durham NC","Rest of IN","Plastics/rubber","Truck","2.985131"
"Raleigh-Durham NC","Iowa","Plastics/rubber","Truck","0.179239"
"Raleigh-Durham NC","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","0.211161"
"Raleigh-Durham NC","Wichita KS","Plastics/rubber","Truck","0.074181"
"Raleigh-Durham NC","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","0.002201"
"Raleigh-Durham NC","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","5.421211"
"Raleigh-Durham NC","Rest of KY","Plastics/rubber","Truck","0.206519"
"Raleigh-Durham NC","Baton Rouge LA","Plastics/rubber","Truck","0.147749"
"Raleigh-Durham NC","Rest of LA","Plastics/rubber","Truck","0.239078"
"Raleigh-Durham NC","Maine","Plastics/rubber","Truck","0.190047"
"Raleigh-Durham NC","Baltimore MD","Plastics/rubber","Truck","0.175437"
"Raleigh-Durham NC","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","0.172478"
"Raleigh-Durham NC","Rest of MD","Plastics/rubber","Truck","0.909930"
"Raleigh-Durham NC","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","0.527785"
"Raleigh-Durham NC","Rest of MA","Plastics/rubber","Truck","0.986868"
"Raleigh-Durham NC","Detroit MI","Plastics/rubber","Truck","0.156263"
"Raleigh-Durham NC","Grand Rapids MI","Plastics/rubber","Truck","0.150357"
"Raleigh-Durham NC","Rest of MI","Plastics/rubber","Truck","0.179691"
"Raleigh-Durham NC","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","0.165243"
"Raleigh-Durham NC","Rest of MN","Plastics/rubber","Truck","0.209673"
"Raleigh-Durham NC","Mississippi","Plastics/rubber","Truck","1.036859"
"Raleigh-Durham NC","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","0.072668"
"Raleigh-Durham NC","Rest of MO","Plastics/rubber","Truck","0.180990"
"Raleigh-Durham NC","Montana","Plastics/rubber","Truck","0.291188"
"Raleigh-Durham NC","Rest of NE","Plastics/rubber","Truck","2.816177"
"Raleigh-Durham NC","Las Vegas NV-AZ (NV Part)","Plastics/rubber","Truck","2.007941"
"Raleigh-Durham NC","Boston MA-RI-NH-CT (NH Part)","Plastics/rubber","Truck","0.908735"
"Raleigh-Durham NC","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","4.381663"
"Raleigh-Durham NC","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","1.004452"
"Raleigh-Durham NC","New Mexico","Plastics/rubber","Truck","0.101299"
"Raleigh-Durham NC","Albany NY  CFS Area","Plastics/rubber","Truck","0.948781"
"Raleigh-Durham NC","Buffalo NY  CFS Area","Plastics/rubber","Truck","0.350171"
"Raleigh-Durham NC","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","0.256457"
"Raleigh-Durham NC","Rest of NY","Plastics/rubber","Truck","0.308907"
"Raleigh-Durham NC","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","2.923753"
"Raleigh-Durham NC","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","5.449298"
"Raleigh-Durham NC","Raleigh-Durham NC","Plastics/rubber","Truck","65.147781"
"Raleigh-Durham NC","Rest of NC","Plastics/rubber","Truck","14.149935"
"Raleigh-Durham NC","North Dakota","Plastics/rubber","Truck","0.236960"
"Raleigh-Durham NC","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","0.978265"
"Raleigh-Durham NC","Cleveland OH","Plastics/rubber","Truck","1.911749"
"Raleigh-Durham NC","Columbus OH","Plastics/rubber","Truck","1.796849"
"Raleigh-Durham NC","Dayton OH","Plastics/rubber","Truck","0.297488"
"Raleigh-Durham NC","Rest of OH","Plastics/rubber","Truck","0.879837"
"Raleigh-Durham NC","Oklahoma City OK","Plastics/rubber","Truck","0.163975"
"Raleigh-Durham NC","Tulsa OK","Plastics/rubber","Truck","0.199160"
"Raleigh-Durham NC","Portland OR-WA (OR Part)","Plastics/rubber","Truck","0.000545"
"Raleigh-Durham NC","Rest of OR","Plastics/rubber","Truck","0.159488"
"Raleigh-Durham NC","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","0.200854"
"Raleigh-Durham NC","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","0.987912"
"Raleigh-Durham NC","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","0.148482"
"Raleigh-Durham NC","Rest of PA","Plastics/rubber","Truck","5.297326"
"Raleigh-Durham NC","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","0.069285"
"Raleigh-Durham NC","Charleston SC","Plastics/rubber","Truck","0.473418"
"Raleigh-Durham NC","Greenville SC","Plastics/rubber","Truck","1.061963"
"Raleigh-Durham NC","Rest of SC","Plastics/rubber","Truck","1.961619"
"Raleigh-Durham NC","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","0.158592"
"Raleigh-Durham NC","Nashville TN","Plastics/rubber","Truck","0.817683"
"Raleigh-Durham NC","Knoxville TN","Plastics/rubber","Truck","0.013184"
"Raleigh-Durham NC","Rest of TN","Plastics/rubber","Truck","0.240075"
"Raleigh-Durham NC","Austin TX","Plastics/rubber","Truck","2.083468"
"Raleigh-Durham NC","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","0.265002"
"Raleigh-Durham NC","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","0.996189"
"Raleigh-Durham NC","Houston TX","Plastics/rubber","Truck","0.272170"
"Raleigh-Durham NC","Laredo TX","Plastics/rubber","Truck","0.299533"
"Raleigh-Durham NC","San Antonio TX","Plastics/rubber","Truck","0.283223"
"Raleigh-Durham NC","Rest of TX","Plastics/rubber","Truck","0.294059"
"Raleigh-Durham NC","Salt Lake City UT","Plastics/rubber","Truck","0.000093"
"Raleigh-Durham NC","Vermont","Plastics/rubber","Truck","0.081751"
"Raleigh-Durham NC","Richmond VA","Plastics/rubber","Truck","0.828469"
"Raleigh-Durham NC","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","7.453082"
"Raleigh-Durham NC","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","1.241186"
"Raleigh-Durham NC","Rest of VA","Plastics/rubber","Truck","1.945233"
"Raleigh-Durham NC","Rest of WA","Plastics/rubber","Truck","0.234085"
"Raleigh-Durham NC","West Virginia","Plastics/rubber","Truck","0.879059"
"Raleigh-Durham NC","Milwaukee WI","Plastics/rubber","Truck","0.182873"
"Raleigh-Durham NC","Rest of WI","Plastics/rubber","Truck","0.197005"
"Rest of NC","Birmingham AL","Plastics/rubber","Truck","3.488931"
"Rest of NC","Rest of AL","Plastics/rubber","Truck","4.981535"
"Rest of NC","Arkansas","Plastics/rubber","Truck","2.072331"
"Rest of NC","Los Angeles CA","Plastics/rubber","Truck","18.458454"
"Rest of NC","San Diego CA","Plastics/rubber","Truck","5.172789"
"Rest of NC","San Francisco CA","Plastics/rubber","Truck","1.126053"
"Rest of NC","Rest of CA","Plastics/rubber","Truck","4.290332"
"Rest of NC","Hartford CT","Plastics/rubber","Truck","0.933281"
"Rest of NC","Philadelphia PA-NJ-DE-MD (DE Part)","Plastics/rubber","Truck","16.033102"
"Rest of NC","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","23.787289"
"Rest of NC","Miami FL","Plastics/rubber","Truck","1.031495"
"Rest of NC","Orlando FL","Plastics/rubber","Truck","0.860962"
"Rest of NC","Tampa FL","Plastics/rubber","Truck","3.662605"
"Rest of NC","Rest of FL","Plastics/rubber","Truck","12.085669"
"Rest of NC","Atlanta GA","Plastics/rubber","Truck","104.802979"
"Rest of NC","Rest of GA","Plastics/rubber","Truck","18.407003"
"Rest of NC","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","95.605194"
"Rest of NC","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","0.214484"
"Rest of NC","Rest of IL","Plastics/rubber","Truck","3.865664"
"Rest of NC","Indianapolis IN","Plastics/rubber","Truck","3.156246"
"Rest of NC","Fort Wayne IN","Plastics/rubber","Truck","6.431186"
"Rest of NC","Rest of IN","Plastics/rubber","Truck","2.233132"
"Rest of NC","Iowa","Plastics/rubber","Truck","4.055532"
"Rest of NC","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","4.156897"
"Rest of NC","Rest of KS","Plastics/rubber","Truck","0.085100"
"Rest of NC","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","0.001845"
"Rest of NC","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","21.120285"
"Rest of NC","Rest of KY","Plastics/rubber","Truck","6.118883"
"Rest of NC","Lake Charles LA","Plastics/rubber","Truck","0.345569"
"Rest of NC","New Orleans LA-MS (LA Part)","Plastics/rubber","Truck","0.190471"
"Rest of NC","Rest of LA","Plastics/rubber","Truck","2.276023"
"Rest of NC","Maine","Plastics/rubber","Truck","0.162269"
"Rest of NC","Baltimore MD","Plastics/rubber","Truck","0.296854"
"Rest of NC","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","0.321799"
"Rest of NC","Rest of MD","Plastics/rubber","Truck","0.284256"
"Rest of NC","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","1.770729"
"Rest of NC","Rest of MA","Plastics/rubber","Truck","0.546467"
"Rest of NC","Detroit MI","Plastics/rubber","Truck","44.431004"
"Rest of NC","Grand Rapids MI","Plastics/rubber","Truck","0.691633"
"Rest of NC","Rest of MI","Plastics/rubber","Truck","7.587230"
"Rest of NC","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","0.146811"
"Rest of NC","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","0.275017"
"Rest of NC","Rest of MO","Plastics/rubber","Truck","0.042836"
"Rest of NC","Rest of NV","Plastics/rubber","Truck","0.050007"
"Rest of NC","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","25.028164"
"Rest of NC","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","2.249505"
"Rest of NC","Albany NY  CFS Area","Plastics/rubber","Truck","2.101016"
"Rest of NC","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","8.133824"
"Rest of NC","Rochester NY","Plastics/rubber","Truck","0.035675"
"Rest of NC","Rest of NY","Plastics/rubber","Truck","1.841043"
"Rest of NC","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","14.887064"
"Rest of NC","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","7.853690"
"Rest of NC","Raleigh-Durham NC","Plastics/rubber","Truck","12.155472"
"Rest of NC","Rest of NC","Plastics/rubber","Truck","267.595764"
"Rest of NC","North Dakota","Plastics/rubber","Truck","2.119702"
"Rest of NC","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","3.362667"
"Rest of NC","Cleveland OH","Plastics/rubber","Truck","0.465805"
"Rest of NC","Columbus OH","Plastics/rubber","Truck","33.206264"
"Rest of NC","Dayton OH","Plastics/rubber","Truck","10.555081"
"Rest of NC","Rest of OH","Plastics/rubber","Truck","3.335135"
"Rest of NC","Oklahoma City OK","Plastics/rubber","Truck","0.181416"
"Rest of NC","Rest of OK","Plastics/rubber","Truck","0.260413"
"Rest of NC","Portland OR-WA (OR Part)","Plastics/rubber","Truck","6.553751"
"Rest of NC","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","2.381630"
"Rest of NC","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","1.155452"
"Rest of NC","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","25.747932"
"Rest of NC","Rest of PA","Plastics/rubber","Truck","67.780571"
"Rest of NC","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","0.197140"
"Rest of NC","Charleston SC","Plastics/rubber","Truck","4.874517"
"Rest of NC","Greenville SC","Plastics/rubber","Truck","5.014338"
"Rest of NC","Rest of SC","Plastics/rubber","Truck","26.445868"
"Rest of NC","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","1.405630"
"Rest of NC","Nashville TN","Plastics/rubber","Truck","31.350748"
"Rest of NC","Knoxville TN","Plastics/rubber","Truck","1.132343"
"Rest of NC","Rest of TN","Plastics/rubber","Truck","1.035128"
"Rest of NC","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","113.799088"
"Rest of NC","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","0.315572"
"Rest of NC","Houston TX","Plastics/rubber","Truck","3.779471"
"Rest of NC","Laredo TX","Plastics/rubber","Truck","11.973684"
"Rest of NC","San Antonio TX","Plastics/rubber","Truck","0.291294"
"Rest of NC","Rest of TX","Plastics/rubber","Truck","2.141222"
"Rest of NC","Richmond VA","Plastics/rubber","Truck","185.813995"
"Rest of NC","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","18.981846"
"Rest of NC","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","0.729566"
"Rest of NC","Rest of VA","Plastics/rubber","Truck","19.127846"
"Rest of NC","Seattle WA","Plastics/rubber","Truck","0.287808"
"Rest of NC","West Virginia","Plastics/rubber","Truck","0.210304"
"Rest of NC","Milwaukee WI","Plastics/rubber","Truck","0.186965"
"Rest of NC","Rest of WI","Plastics/rubber","Truck","4.012951"
"Rest of NC","Wyoming","Plastics/rubber","Truck","0.061905"
"North Dakota","Phoenix AZ","Plastics/rubber","Truck","1.761828"
"North Dakota","Tucson AZ","Plastics/rubber","Truck","0.263808"
"North Dakota","Arkansas","Plastics/rubber","Truck","0.293711"
"North Dakota","Los Angeles CA","Plastics/rubber","Truck","0.831602"
"North Dakota","Sacramento CA","Plastics/rubber","Truck","0.388320"
"North Dakota","San Diego CA","Plastics/rubber","Truck","0.577317"
"North Dakota","San Francisco CA","Plastics/rubber","Truck","3.051331"
"North Dakota","Denver CO","Plastics/rubber","Truck","0.284131"
"North Dakota","Rest of CO","Plastics/rubber","Truck","6.413103"
"North Dakota","Hartford CT","Plastics/rubber","Truck","0.337189"
"North Dakota","Miami FL","Plastics/rubber","Truck","0.002484"
"North Dakota","Orlando FL","Plastics/rubber","Truck","0.292707"
"North Dakota","Rest of FL","Plastics/rubber","Truck","1.035058"
"North Dakota","Atlanta GA","Plastics/rubber","Truck","0.288523"
"North Dakota","Idaho","Plastics/rubber","Truck","0.897225"
"North Dakota","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","2.469812"
"North Dakota","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","0.418848"
"North Dakota","Rest of IL","Plastics/rubber","Truck","2.207616"
"North Dakota","Indianapolis IN","Plastics/rubber","Truck","2.245843"
"North Dakota","Fort Wayne IN","Plastics/rubber","Truck","0.341538"
"North Dakota","Rest of IN","Plastics/rubber","Truck","2.396610"
"North Dakota","Iowa","Plastics/rubber","Truck","2.018631"
"North Dakota","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","1.259447"
"North Dakota","Wichita KS","Plastics/rubber","Truck","0.121652"
"North Dakota","Rest of KS","Plastics/rubber","Truck","4.094771"
"North Dakota","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","0.173748"
"North Dakota","Rest of KY","Plastics/rubber","Truck","0.125116"
"North Dakota","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","0.222931"
"North Dakota","Detroit MI","Plastics/rubber","Truck","2.133204"
"North Dakota","Grand Rapids MI","Plastics/rubber","Truck","0.824945"
"North Dakota","Rest of MI","Plastics/rubber","Truck","0.994956"
"North Dakota","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","7.389383"
"North Dakota","Rest of MN","Plastics/rubber","Truck","24.602518"
"North Dakota","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","2.374249"
"North Dakota","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","0.246303"
"North Dakota","Rest of MO","Plastics/rubber","Truck","2.889881"
"North Dakota","Montana","Plastics/rubber","Truck","2.939981"
"North Dakota","Omaha NE-IA (NE Part)","Plastics/rubber","Truck","1.210683"
"North Dakota","Rest of NE","Plastics/rubber","Truck","0.350818"
"North Dakota","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","0.306666"
"North Dakota","Rest of NY","Plastics/rubber","Truck","0.836572"
"North Dakota","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","0.168481"
"North Dakota","Raleigh-Durham NC","Plastics/rubber","Truck","0.228005"
"North Dakota","Rest of NC","Plastics/rubber","Truck","0.838373"
"North Dakota","North Dakota","Plastics/rubber","Truck","67.114807"
"North Dakota","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","0.166521"
"North Dakota","Cleveland OH","Plastics/rubber","Truck","0.189427"
"North Dakota","Dayton OH","Plastics/rubber","Truck","0.213859"
"North Dakota","Oklahoma City OK","Plastics/rubber","Truck","0.259663"
"North Dakota","Tulsa OK","Plastics/rubber","Truck","0.182040"
"North Dakota","Rest of OK","Plastics/rubber","Truck","0.867239"
"North Dakota","Portland OR-WA (OR Part)","Plastics/rubber","Truck","0.233480"
"North Dakota","Rest of OR","Plastics/rubber","Truck","0.095076"
"North Dakota","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","0.242329"
"North Dakota","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","0.007597"
"North Dakota","Rest of PA","Plastics/rubber","Truck","0.089441"
"North Dakota","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","0.314652"
"North Dakota","Greenville SC","Plastics/rubber","Truck","0.059377"
"North Dakota","Rest of SC","Plastics/rubber","Truck","2.005804"
"North Dakota","South Dakota","Plastics/rubber","Truck","6.777967"
"North Dakota","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","0.193424"
"North Dakota","Rest of TN","Plastics/rubber","Truck","0.153597"
"North Dakota","Corpus Christi TX","Plastics/rubber","Truck","2.076205"
"North Dakota","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","0.215212"
"North Dakota","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","0.002193"
"North Dakota","Houston TX","Plastics/rubber","Truck","1.909835"
"North Dakota","San Antonio TX","Plastics/rubber","Truck","0.313653"
"North Dakota","Rest of TX","Plastics/rubber","Truck","4.083065"
"North Dakota","Rest of VA","Plastics/rubber","Truck","0.326817"
"North Dakota","Milwaukee WI","Plastics/rubber","Truck","0.693484"
"North Dakota","Rest of WI","Plastics/rubber","Truck","0.671619"
"Cincinnati OH-KY-IN (OH Part)","Birmingham AL","Plastics/rubber","Truck","0.067420"
"Cincinnati OH-KY-IN (OH Part)","Phoenix AZ","Plastics/rubber","Truck","0.874415"
"Cincinnati OH-KY-IN (OH Part)","Arkansas","Plastics/rubber","Truck","0.916322"
"Cincinnati OH-KY-IN (OH Part)","Los Angeles CA","Plastics/rubber","Truck","0.873578"
"Cincinnati OH-KY-IN (OH Part)","San Francisco CA","Plastics/rubber","Truck","0.207331"
"Cincinnati OH-KY-IN (OH Part)","Denver CO","Plastics/rubber","Truck","3.033733"
"Cincinnati OH-KY-IN (OH Part)","Rest of CO","Plastics/rubber","Truck","0.264820"
"Cincinnati OH-KY-IN (OH Part)","Hartford CT","Plastics/rubber","Truck","0.269705"
"Cincinnati OH-KY-IN (OH Part)","Miami FL","Plastics/rubber","Truck","0.727979"
"Cincinnati OH-KY-IN (OH Part)","Orlando FL","Plastics/rubber","Truck","0.000807"
"Cincinnati OH-KY-IN (OH Part)","Rest of FL","Plastics/rubber","Truck","0.955661"
"Cincinnati OH-KY-IN (OH Part)","Atlanta GA","Plastics/rubber","Truck","1.887531"
"Cincinnati OH-KY-IN (OH Part)","Rest of GA","Plastics/rubber","Truck","5.056830"
"Cincinnati OH-KY-IN (OH Part)","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","34.127819"
"Cincinnati OH-KY-IN (OH Part)","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","0.293825"
"Cincinnati OH-KY-IN (OH Part)","Rest of IL","Plastics/rubber","Truck","1.840843"
"Cincinnati OH-KY-IN (OH Part)","Indianapolis IN","Plastics/rubber","Truck","34.590588"
"Cincinnati OH-KY-IN (OH Part)","Fort Wayne IN","Plastics/rubber","Truck","2.960799"
"Cincinnati OH-KY-IN (OH Part)","Rest of IN","Plastics/rubber","Truck","25.929991"
"Cincinnati OH-KY-IN (OH Part)","Iowa","Plastics/rubber","Truck","2.009898"
"Cincinnati OH-KY-IN (OH Part)","Rest of KS","Plastics/rubber","Truck","0.229271"
"Cincinnati OH-KY-IN (OH Part)","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","9.504251"
"Cincinnati OH-KY-IN (OH Part)","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","12.640019"
"Cincinnati OH-KY-IN (OH Part)","Rest of KY","Plastics/rubber","Truck","38.662498"
"Cincinnati OH-KY-IN (OH Part)","Lake Charles LA","Plastics/rubber","Truck","0.341632"
"Cincinnati OH-KY-IN (OH Part)","Rest of LA","Plastics/rubber","Truck","0.003168"
"Cincinnati OH-KY-IN (OH Part)","Baltimore MD","Plastics/rubber","Truck","0.249000"
"Cincinnati OH-KY-IN (OH Part)","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","0.025023"
"Cincinnati OH-KY-IN (OH Part)","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","1.864392"
"Cincinnati OH-KY-IN (OH Part)","Detroit MI","Plastics/rubber","Truck","4.067333"
"Cincinnati OH-KY-IN (OH Part)","Grand Rapids MI","Plastics/rubber","Truck","1.901705"
"Cincinnati OH-KY-IN (OH Part)","Rest of MI","Plastics/rubber","Truck","2.439127"
"Cincinnati OH-KY-IN (OH Part)","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","1.645634"
"Cincinnati OH-KY-IN (OH Part)","Rest of MN","Plastics/rubber","Truck","0.475921"
"Cincinnati OH-KY-IN (OH Part)","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","0.288494"
"Cincinnati OH-KY-IN (OH Part)","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","0.322445"
"Cincinnati OH-KY-IN (OH Part)","Rest of MO","Plastics/rubber","Truck","0.265001"
"Cincinnati OH-KY-IN (OH Part)","Rest of NE","Plastics/rubber","Truck","0.225155"
"Cincinnati OH-KY-IN (OH Part)","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","8.946220"
"Cincinnati OH-KY-IN (OH Part)","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","0.488913"
"Cincinnati OH-KY-IN (OH Part)","Albany NY  CFS Area","Plastics/rubber","Truck","3.833549"
"Cincinnati OH-KY-IN (OH Part)","Buffalo NY  CFS Area","Plastics/rubber","Truck","0.338547"
"Cincinnati OH-KY-IN (OH Part)","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","0.973138"
"Cincinnati OH-KY-IN (OH Part)","Rochester NY","Plastics/rubber","Truck","0.223565"
"Cincinnati OH-KY-IN (OH Part)","Rest of NY","Plastics/rubber","Truck","0.246088"
"Cincinnati OH-KY-IN (OH Part)","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","0.813424"
"Cincinnati OH-KY-IN (OH Part)","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","0.786073"
"Cincinnati OH-KY-IN (OH Part)","Raleigh-Durham NC","Plastics/rubber","Truck","0.352376"
"Cincinnati OH-KY-IN (OH Part)","Rest of NC","Plastics/rubber","Truck","0.215883"
"Cincinnati OH-KY-IN (OH Part)","North Dakota","Plastics/rubber","Truck","0.128035"
"Cincinnati OH-KY-IN (OH Part)","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","109.529442"
"Cincinnati OH-KY-IN (OH Part)","Cleveland OH","Plastics/rubber","Truck","8.874090"
"Cincinnati OH-KY-IN (OH Part)","Columbus OH","Plastics/rubber","Truck","21.732269"
"Cincinnati OH-KY-IN (OH Part)","Dayton OH","Plastics/rubber","Truck","27.384764"
"Cincinnati OH-KY-IN (OH Part)","Rest of OH","Plastics/rubber","Truck","43.472961"
"Cincinnati OH-KY-IN (OH Part)","Oklahoma City OK","Plastics/rubber","Truck","0.116746"
"Cincinnati OH-KY-IN (OH Part)","Tulsa OK","Plastics/rubber","Truck","0.237305"
"Cincinnati OH-KY-IN (OH Part)","Rest of OK","Plastics/rubber","Truck","2.873619"
"Cincinnati OH-KY-IN (OH Part)","Portland OR-WA (OR Part)","Plastics/rubber","Truck","0.222602"
"Cincinnati OH-KY-IN (OH Part)","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","5.841605"
"Cincinnati OH-KY-IN (OH Part)","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","4.992574"
"Cincinnati OH-KY-IN (OH Part)","Rest of PA","Plastics/rubber","Truck","7.319156"
"Cincinnati OH-KY-IN (OH Part)","Greenville SC","Plastics/rubber","Truck","0.377289"
"Cincinnati OH-KY-IN (OH Part)","Nashville TN","Plastics/rubber","Truck","0.229886"
"Cincinnati OH-KY-IN (OH Part)","Knoxville TN","Plastics/rubber","Truck","1.773732"
"Cincinnati OH-KY-IN (OH Part)","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","0.282580"
"Cincinnati OH-KY-IN (OH Part)","Houston TX","Plastics/rubber","Truck","0.959674"
"Cincinnati OH-KY-IN (OH Part)","Laredo TX","Plastics/rubber","Truck","0.497731"
"Cincinnati OH-KY-IN (OH Part)","Rest of TX","Plastics/rubber","Truck","0.532113"
"Cincinnati OH-KY-IN (OH Part)","Richmond VA","Plastics/rubber","Truck","0.017617"
"Cincinnati OH-KY-IN (OH Part)","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","0.321890"
